recordID,countyName,stateAbbreviation,imageLocation
1036B664-27EA-46A3-AA97-74FF0676E63C,TRAINING_Johnson,TX,s3://enverus-courthouse-prod-chd-plants/tx/training_johnson/1036/1036B664-27EA-46A3-AA97-74FF0676E63C.pdf
1067e414-6b26-4811-bae7-fd7b792e2359,EOG_Karnes,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_karnes/1067/1067e414-6b26-4811-bae7-fd7b792e2359.pdf
107cfa8d-0aea-4309-92eb-4cf8110cd6ac,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/107c/107cfa8d-0aea-4309-92eb-4cf8110cd6ac.pdf
107E5703-045C-4B2F-AC37-094EA383F626,TRAINING_Johnson,TX,s3://enverus-courthouse-prod-chd-plants/tx/training_johnson/107E/107E5703-045C-4B2F-AC37-094EA383F626.pdf
10889674-1a6f-46f6-b362-fc7ce4e0046e,CHD_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/chd_lea/1088/10889674-1a6f-46f6-b362-fc7ce4e0046e.pdf
10B207BC-17EC-42BA-A947-9CAFF259E128,TRAINING_Walker,TX,s3://enverus-courthouse-prod-chd-plants/tx/training_walker/10B2/10B207BC-17EC-42BA-A947-9CAFF259E128.pdf
10c270b4-bbfd-4148-9fe8-dbcca629cc48,Crane,TX,s3://enverus-courthouse-prod-chd-plants/tx/crane/10c2/10c270b4-bbfd-4148-9fe8-dbcca629cc48.pdf
10FFC0BB-81F2-43E2-810B-B0A983838F6A,TRAINING_Montague,TX,s3://enverus-courthouse-prod-chd-plants/tx/training_montague/10FF/10FFC0BB-81F2-43E2-810B-B0A983838F6A.pdf
11342cd8-f650-4de2-96dd-4aeb46fc432c,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/1134/11342cd8-f650-4de2-96dd-4aeb46fc432c.pdf
1158558a-4d78-4621-b47e-a7fe87f66ed0,Wetzel,WV,s3://enverus-courthouse-prod-chd-plants/wv/wetzel/1158/1158558a-4d78-4621-b47e-a7fe87f66ed0.pdf
116ac8a7-74e5-43f7-8ed0-e4828345da63,EOG_Gonzales,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_gonzales/116a/116ac8a7-74e5-43f7-8ed0-e4828345da63.pdf
116B06F2-8ABF-45B9-AF7E-E5825A5842D8,TRAINING_Pecos,TX,s3://enverus-courthouse-prod-chd-plants/tx/training_pecos/116B/116B06F2-8ABF-45B9-AF7E-E5825A5842D8.pdf
