Directory,Size_Bytes
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e2e,4124459
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e2f,23805859
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e30,15715863
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e31,3163309
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e32,29772407
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e33,4163885
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e34,16935410
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e35,7756269
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e36,1914571
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e37,40183843
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e38,7513763
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e39,45584057
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e3a,22634263
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e3b,14924157
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e3c,5858594
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e3d,14218695
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e3e,14800366
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e3f,8810312
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e40,18543098
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e41,11956808
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e42,9524014
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e43,35977772
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e44,8098156
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e45,39897755
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e46,9040867
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e47,44990652
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e48,15578295
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e49,17713052
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e4a,40082492
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e4b,17955529
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e4c,8255237
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e4d,5696649
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e4e,10525306
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e4f,38725712
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e50,26469471
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e51,33275877
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e52,9159898
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e53,42550046
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e54,9861800
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e55,66698996
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e56,98953537
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e57,33673527
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e58,43566128
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e59,56828364
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e5a,16845425
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e5b,49630056
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e5c,11374332
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e5d,8152055
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e5e,7637301
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e5f,7679995
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e60,26870351
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e61,11257415
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e62,37741759
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e63,6137726
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e64,10419498
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e65,15104258
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e66,39542523
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e67,6502335
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e68,6575734
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e69,40636559
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e6a,6770355
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e6b,6757996
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e6c,11449596
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e6d,12963153
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e6e,15672010
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e6f,15930619
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e70,50472035
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e71,1060248
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e72,3418513
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e73,34114161
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e74,15039149
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e75,24060810
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e76,11383566
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e77,23272132
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e78,8517731
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e79,55358725
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e7a,6199117
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e7b,7743944
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e7c,17518747
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e7d,14817988
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e7e,31930790
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e7f,19236771
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e80,14465121
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e81,8270184
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e82,7141441
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e83,48577355
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e84,8119782
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e85,6560771
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e86,6544379
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e87,20011380
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e88,41805256
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e89,3462967
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e8a,16252102
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e8b,12851765
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e8c,23479016
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e8d,40097749
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e8e,4446568
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e8f,17767698
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e90,11271900
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e91,9614170
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e92,33296604
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e93,24459728
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e94,33794435
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e95,20635272
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e96,10648102
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e97,17137171
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e98,70421258
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e99,34249519
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e9a,19035152
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e9b,67716989
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e9c,6087871
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e9d,31668452
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e9e,9850531
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1e9f,13221197
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ea0,48838833
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ea1,15267920
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ea2,13626936
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ea3,8089924
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ea4,1775891
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ea5,43904845
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ea6,11475306
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ea7,10577356
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ea8,17559755
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ea9,30597322
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eaa,10737158
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eab,5275753
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eac,25200844
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ead,13867881
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eae,35694185
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eaf,11487468
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eb0,7670816
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eb1,4223579
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eb2,9133707
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eb3,33331465
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eb4,6326392
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eb5,11731580
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eb6,7697776
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eb7,15987285
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eb8,37861954
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eb9,4518668
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eba,45107446
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ebb,7664127
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ebc,7756770
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ebd,35902055
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ebe,5990589
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ebf,104071824
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ec0,20977858
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ec1,4833390
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ec2,24463419
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ec3,27636217
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ec4,26431522
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ec5,35787462
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ec6,17174609
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ec7,39587474
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ec8,48491931
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ec9,5287770
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eca,31981351
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ecb,60672592
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ecc,6704328
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ecd,9884296
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ece,16697410
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ecf,41549910
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ed0,30793637
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ed1,2932338
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ed2,18019367
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ed3,16691325
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ed4,41022669
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ed5,517052764
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ed6,74230396
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ed7,29152225
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ed8,16954330
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ed9,962730
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eda,56638560
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1edb,7547678
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1edc,11429319
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1edd,4195585
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ede,11883896
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1edf,21919827
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ee0,39768981
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ee1,4029138
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ee2,1926273
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ee3,32844021
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ee4,8056292
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ee5,8020932
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ee6,13785031
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ee7,9487074
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ee8,4914513
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ee9,8603761
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eea,15065466
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eeb,1475606
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eec,36000180
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eed,9382550
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eee,1925301
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eef,44584306
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ef0,2210785
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ef1,13694907
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ef2,6516511
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ef3,49033419
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ef4,14553780
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ef5,2123562
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ef6,7715148
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ef7,880961
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ef8,5092678
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1ef9,6130055
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1efa,27655925
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1efb,4627258
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1efc,1676465
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1efd,8097275
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1efe,65534258
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1eff,84801724
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f00,46521880
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f01,62595833
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f02,5731862
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f03,8182866
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f04,11214557
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f05,6444380
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f06,7171527
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f07,5912453
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f08,13829624
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f09,3272293
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f0a,4250707
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f0b,5471817
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f0c,6502062
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f0d,11192702
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f0e,1896209
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f0f,9582706
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f10,20860216
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f11,8395927
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f12,10909072
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f13,8606086
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f14,12224069
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f15,11422044
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f16,16042887
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f17,7035997
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f18,804010
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f19,12800411
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f1a,9202023
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f1b,8128735
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f1c,13650601
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f1d,10700858
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f1e,17773600
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f1f,1743906
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f20,18294470
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f21,9276020
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f22,25871131
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f23,2119156
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f24,9978306
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f25,19553557
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f26,7005616
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f27,7543877
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f28,6515826
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f29,8332061
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f2a,16427366
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f2b,2714220
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f2c,12509885
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f2d,60856946
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f2e,12745338
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f2f,770159
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f30,6064388
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f31,14533419
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f32,971093
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f33,14592096
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f34,11195329
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f35,8743470
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f36,10765919
\\aus2-cs-fss01.na.drillinginfo.com\leasing_images_uncompressed\1f37,3483020
